 initial abundance for selected isotopes
 1727   0.00000E+00  TC 99
 1728   0.00000E+00  TC100
 1729   0.00000E+00  TC101
 1730   0.00000E+00  TC102
 1731   0.00000E+00  TC103
 1732   0.00000E+00  TC104
 1733   0.00000E+00  TC105
 1734   0.00000E+00  TC106
 1735   0.00000E+00  TC107
 1736   0.00000E+00  TC108
 1737   0.00000E+00  TC109
 1738   0.00000E+00  TC110
 1739   0.00000E+00  TC111
 1740   0.00000E+00  TC112
 1741   0.00000E+00  TC113
 1742   0.00000E+00  TC114
 1743   0.00000E+00  TC115
 1744   0.00000E+00  TC116
 1745   0.00000E+00  TC117
 1746   0.00000E+00  TC118
 1747   0.00000E+00  TC119
 1748   0.00000E+00  TC120
 1749   0.00000E+00  TC121
 1750   0.00000E+00  TC122
 1751   0.00000E+00  TC123
 1752   0.00000E+00  TC124
 1753   0.00000E+00  TC125
 1754   0.00000E+00  TC126
 1755   0.00000E+00  TC127
 1756   0.00000E+00  TC128
 1757   0.00000E+00  TC129
 1758   0.00000E+00  TC130
 1759   0.00000E+00  TC131
 1760   0.00000E+00  TC132
 1761   0.00000E+00  TC133
 1762   0.00000E+00  TC134
 1763   0.00000E+00  TC135
 1764   0.00000E+00  TC136
 1765   0.00000E+00  TC137
 1766   0.00000E+00  TC138
 1767   0.00000E+00  TC139
 1768   0.00000E+00  TC140
 1769   0.00000E+00  TC141
 1770   0.00000E+00  TC142
 1771   0.00000E+00  TC143
 1772   0.00000E+00  TC144
 1773   0.00000E+00  TC145
 1774   0.00000E+00  TC146
 1775   0.00000E+00  TC147
 1776   0.00000E+00  RU 81
 1777   0.00000E+00  RU 82
 1778   0.00000E+00  RU 83
 1779   0.00000E+00  RU 84
 1780   0.00000E+00  RU 85
 1781   0.00000E+00  RU 86
 1782   0.00000E+00  RU 87
 1783   0.00000E+00  RU 88
 1784   0.00000E+00  RU 89
 1785   0.00000E+00  RU 90
 1786   0.00000E+00  RU 91
 1787   0.00000E+00  RU 92
 1788   0.00000E+00  RU 93
 1789   0.00000E+00  RU 94
 1790   0.00000E+00  RU 95
 1791   0.00000E+00  RU 96
 1792   0.00000E+00  RU 97
 1793   0.00000E+00  RU 98
 1794   0.00000E+00  RU 99
 1795   0.00000E+00  RU100
 1796   0.00000E+00  RU101
 1797   0.00000E+00  RU102
 1798   0.00000E+00  RU103
 1799   0.00000E+00  RU104
 1800   0.00000E+00  RU105
 1801   0.00000E+00  RU106
 1802   0.00000E+00  RU107
 1803   0.00000E+00  RU108
 1804   0.00000E+00  RU109
 1805   0.00000E+00  RU110
 1806   0.00000E+00  RU111
 1807   0.00000E+00  RU112
 1808   0.00000E+00  RU113
 1809   0.00000E+00  RU114
 1810   0.00000E+00  RU115
 1811   0.00000E+00  RU116
 1812   0.00000E+00  RU117
 1813   0.00000E+00  RU118
 1814   0.00000E+00  RU119
 1815   0.00000E+00  RU120
 1816   0.00000E+00  RU121
 1817   0.00000E+00  RU122
 1818   0.00000E+00  RU123
 1819   0.00000E+00  RU124
 1820   0.00000E+00  RU125
 1821   0.00000E+00  RU126
 1822   0.00000E+00  RU127
 1823   0.00000E+00  RU128
 1824   0.00000E+00  RU129
 1825   0.00000E+00  RU130
 1826   0.00000E+00  RU131
 1827   0.00000E+00  RU132
 1828   0.00000E+00  RU133
 1829   0.00000E+00  RU134
 1830   0.00000E+00  RU135
 1831   0.00000E+00  RU136
 1832   0.00000E+00  RU137
 1833   0.00000E+00  RU138
 1834   0.00000E+00  RU139
 1835   0.00000E+00  RU140
 1836   0.00000E+00  RU141
 1837   0.00000E+00  RU142
 1838   0.00000E+00  RU143
 1839   0.00000E+00  RU144
 1840   0.00000E+00  RU145
 1841   0.00000E+00  RU146
 1842   0.00000E+00  RU147
 1843   0.00000E+00  RU148
 1844   0.00000E+00  RU149
 1845   0.00000E+00  RU150
 1846   0.00000E+00  RH 83
 1847   0.00000E+00  RH 84
 1848   0.00000E+00  RH 85
 1849   0.00000E+00  RH 86
 1850   0.00000E+00  RH 87
 1851   0.00000E+00  RH 88
 1852   0.00000E+00  RH 89
 1853   0.00000E+00  RH 90
 1854   0.00000E+00  RH 91
 1855   0.00000E+00  RH 92
 1856   0.00000E+00  RH 93
 1857   0.00000E+00  RH 94
 1858   0.00000E+00  RH 95
 1859   0.00000E+00  RH 96
 1860   0.00000E+00  RH 97
 1861   0.00000E+00  RH 98
 1862   0.00000E+00  RH 99
 1863   0.00000E+00  RH100
 1864   0.00000E+00  RH101
 1865   0.00000E+00  RH102
 1866   0.00000E+00  RH103
 1867   0.00000E+00  RH104
 1868   0.00000E+00  RH105
 1869   0.00000E+00  RH106
 1870   0.00000E+00  RH107
 1871   0.00000E+00  RH108
 1872   0.00000E+00  RH109
 1873   0.00000E+00  RH110
 1874   0.00000E+00  RH111
 1875   0.00000E+00  RH112
 1876   0.00000E+00  RH113
 1877   0.00000E+00  RH114
 1878   0.00000E+00  RH115
 1879   0.00000E+00  RH116
 1880   0.00000E+00  RH117
 1881   0.00000E+00  RH118
 1882   0.00000E+00  RH119
 1883   0.00000E+00  RH120
 1884   0.00000E+00  RH121
 1885   0.00000E+00  RH122
 1886   0.00000E+00  RH123
 1887   0.00000E+00  RH124
 1888   0.00000E+00  RH125
 1889   0.00000E+00  RH126
 1890   0.00000E+00  RH127
 1891   0.00000E+00  RH128
 1892   0.00000E+00  RH129
 1893   0.00000E+00  RH130
 1894   0.00000E+00  RH131
 1895   0.00000E+00  RH132
 1896   0.00000E+00  RH133
 1897   0.00000E+00  RH134
 1898   0.00000E+00  RH135
 1899   0.00000E+00  RH136
 1900   0.00000E+00  RH137
 1901   0.00000E+00  RH138
 1902   0.00000E+00  RH139
 1903   0.00000E+00  RH140
 1904   0.00000E+00  RH141
 1905   0.00000E+00  RH142
 1906   0.00000E+00  RH143
 1907   0.00000E+00  RH144
 1908   0.00000E+00  RH145
 1909   0.00000E+00  RH146
 1910   0.00000E+00  RH147
 1911   0.00000E+00  RH148
 1912   0.00000E+00  RH149
 1913   0.00000E+00  RH150
 1914   0.00000E+00  RH151
 1915   0.00000E+00  RH152
 1916   0.00000E+00  RH153
 1917   0.00000E+00  PD 86
 1918   0.00000E+00  PD 87
 1919   0.00000E+00  PD 88
 1920   0.00000E+00  PD 89
 1921   0.00000E+00  PD 90
 1922   0.00000E+00  PD 91
 1923   0.00000E+00  PD 92
 1924   0.00000E+00  PD 93
 1925   0.00000E+00  PD 94
 1926   0.00000E+00  PD 95
 1927   0.00000E+00  PD 96
 1928   0.00000E+00  PD 97
 1929   0.00000E+00  PD 98
 1930   0.00000E+00  PD 99
 1931   0.00000E+00  PD100
 1932   0.00000E+00  PD101
 1933   0.00000E+00  PD102
 1934   0.00000E+00  PD103
 1935   0.00000E+00  PD104
 1936   0.00000E+00  PD105
 1937   0.00000E+00  PD106
 1938   0.00000E+00  PD107
 1939   0.00000E+00  PD108
 1940   0.00000E+00  PD109
 1941   0.00000E+00  PD110
 1942   0.00000E+00  PD111
 1943   0.00000E+00  PD112
 1944   0.00000E+00  PD113
 1945   0.00000E+00  PD114
 1946   0.00000E+00  PD115
 1947   0.00000E+00  PD116
 1948   0.00000E+00  PD117
 1949   0.00000E+00  PD118
 1950   0.00000E+00  PD119
 1951   0.00000E+00  PD120
 1952   0.00000E+00  PD121
 1953   0.00000E+00  PD122
 1954   0.00000E+00  PD123
 1955   0.00000E+00  PD124
 1956   0.00000E+00  PD125
 1957   0.00000E+00  PD126
 1958   0.00000E+00  PD127
 1959   0.00000E+00  PD128
 1960   0.00000E+00  PD129
 1961   0.00000E+00  PD130
 1962   0.00000E+00  PD131
 1963   0.00000E+00  PD132
 1964   0.00000E+00  PD133
 1965   0.00000E+00  PD134
 1966   0.00000E+00  PD135
 1967   0.00000E+00  PD136
 1968   0.00000E+00  PD137
 1969   0.00000E+00  PD138
 1970   0.00000E+00  PD139
 1971   0.00000E+00  PD140
 1972   0.00000E+00  PD141
 1973   0.00000E+00  PD142
 1974   0.00000E+00  PD143
 1975   0.00000E+00  PD144
 1976   0.00000E+00  PD145
 1977   0.00000E+00  PD146
 1978   0.00000E+00  PD147
 1979   0.00000E+00  PD148
 1980   0.00000E+00  PD149
 1981   0.00000E+00  PD150
 1982   0.00000E+00  PD151
 1983   0.00000E+00  PD152
 1984   0.00000E+00  PD153
 1985   0.00000E+00  PD154
 1986   0.00000E+00  PD155
 1987   0.00000E+00  PD156
 1988   0.00000E+00  AG 88
 1989   0.00000E+00  AG 89
 1990   0.00000E+00  AG 90
 1991   0.00000E+00  AG 91
 1992   0.00000E+00  AG 92
 1993   0.00000E+00  AG 93
 1994   0.00000E+00  AG 94
 1995   0.00000E+00  AG 95
 1996   0.00000E+00  AG 96
 1997   0.00000E+00  AG 97
 1998   0.00000E+00  AG 98
 1999   0.00000E+00  AG 99
 2000   0.00000E+00  AG100
 2001   0.00000E+00  AG101
 2002   0.00000E+00  AG102
 2003   0.00000E+00  AG103
 2004   0.00000E+00  AG104
 2005   0.00000E+00  AG105
 2006   0.00000E+00  AG106
 2007   0.00000E+00  AG107
 2008   0.00000E+00  AG108
 2009   0.00000E+00  AG109
 2010   0.00000E+00  AG110
 2011   0.00000E+00  AG111
 2012   0.00000E+00  AG112
 2013   0.00000E+00  AG113
 2014   0.00000E+00  AG114
 2015   0.00000E+00  AG115
 2016   0.00000E+00  AG116
 2017   0.00000E+00  AG117
 2018   0.00000E+00  AG118
 2019   0.00000E+00  AG119
 2020   0.00000E+00  AG120
 2021   0.00000E+00  AG121
 2022   0.00000E+00  AG122
 2023   0.00000E+00  AG123
 2024   0.00000E+00  AG124
 2025   0.00000E+00  AG125
 2026   0.00000E+00  AG126
 2027   0.00000E+00  AG127
 2028   0.00000E+00  AG128
 2029   0.00000E+00  AG129
 2030   0.00000E+00  AG130
 2031   0.00000E+00  AG131
 2032   0.00000E+00  AG132
 2033   0.00000E+00  AG133
 2034   0.00000E+00  AG134
 2035   0.00000E+00  AG135
 2036   0.00000E+00  AG136
 2037   0.00000E+00  AG137
 2038   0.00000E+00  AG138
 2039   0.00000E+00  AG139
 2040   0.00000E+00  AG140
 2041   0.00000E+00  AG141
 2042   0.00000E+00  AG142
 2043   0.00000E+00  AG143
 2044   0.00000E+00  AG144
 2045   0.00000E+00  AG145
 2046   0.00000E+00  AG146
 2047   0.00000E+00  AG147
 2048   0.00000E+00  AG148
 2049   0.00000E+00  AG149
 2050   0.00000E+00  AG150
 2051   0.00000E+00  AG151
 2052   0.00000E+00  AG152
 2053   0.00000E+00  AG153
 2054   0.00000E+00  AG154
 2055   0.00000E+00  AG155
 2056   0.00000E+00  AG156
 2057   0.00000E+00  AG157
 2058   0.00000E+00  AG158
 2059   0.00000E+00  AG159
 2060   0.00000E+00  AG160
 2061   0.00000E+00  CD 90
 2062   0.00000E+00  CD 91
 2063   0.00000E+00  CD 92
 2064   0.00000E+00  CD 93
 2065   0.00000E+00  CD 94
 2066   0.00000E+00  CD 95
 2067   0.00000E+00  CD 96
 2068   0.00000E+00  CD 97
 2069   0.00000E+00  CD 98
 2070   0.00000E+00  CD 99
 2071   0.00000E+00  CD100
 2072   0.00000E+00  CD101
 2073   0.00000E+00  CD102
 2074   0.00000E+00  CD103
 2075   0.00000E+00  CD104
 2076   0.00000E+00  CD105
 2077   0.00000E+00  CD106
 2078   0.00000E+00  CD107
 2079   0.00000E+00  CD108
 2080   0.00000E+00  CD109
 2081   0.00000E+00  CD110
 2082   0.00000E+00  CD111
 2083   0.00000E+00  CD112
 2084   0.00000E+00  CD113
 2085   0.00000E+00  CD114
 2086   0.00000E+00  CD115
 2087   0.00000E+00  CD116
 2088   0.00000E+00  CD117
 2089   0.00000E+00  CD118
 2090   0.00000E+00  CD119
 2091   0.00000E+00  CD120
 2092   0.00000E+00  CD121
 2093   0.00000E+00  CD122
 2094   0.00000E+00  CD123
 2095   0.00000E+00  CD124
 2096   0.00000E+00  CD125
 2097   0.00000E+00  CD126
 2098   0.00000E+00  CD127
 2099   0.00000E+00  CD128
 2100   0.00000E+00  CD129
 2101   0.00000E+00  CD130
 2102   0.00000E+00  CD131
 2103   0.00000E+00  CD132
 2104   0.00000E+00  CD133
 2105   0.00000E+00  CD134
 2106   0.00000E+00  CD135
 2107   0.00000E+00  CD136
 2108   0.00000E+00  CD137
 2109   0.00000E+00  CD138
 2110   0.00000E+00  CD139
 2111   0.00000E+00  CD140
 2112   0.00000E+00  CD141
 2113   0.00000E+00  CD142
 2114   0.00000E+00  CD143
 2115   0.00000E+00  CD144
 2116   0.00000E+00  CD145
 2117   0.00000E+00  CD146
 2118   0.00000E+00  CD147
 2119   0.00000E+00  CD148
 2120   0.00000E+00  CD149
 2121   0.00000E+00  CD150
 2122   0.00000E+00  CD151
 2123   0.00000E+00  CD152
 2124   0.00000E+00  CD153
 2125   0.00000E+00  CD154
 2126   0.00000E+00  CD155
 2127   0.00000E+00  CD156
 2128   0.00000E+00  CD157
 2129   0.00000E+00  CD158
 2130   0.00000E+00  CD159
 2131   0.00000E+00  CD160
 2132   0.00000E+00  CD161
 2133   0.00000E+00  CD162
 2134   0.00000E+00  CD163
 2135   0.00000E+00  IN 92
 2136   0.00000E+00  IN 93
 2137   0.00000E+00  IN 94
 2138   0.00000E+00  IN 95
 2139   0.00000E+00  IN 96
 2140   0.00000E+00  IN 97
 2141   0.00000E+00  IN 98
 2142   0.00000E+00  IN 99
 2143   0.00000E+00  IN100
 2144   0.00000E+00  IN101
 2145   0.00000E+00  IN102
 2146   0.00000E+00  IN103
 2147   0.00000E+00  IN104
 2148   0.00000E+00  IN105
 2149   0.00000E+00  IN106
 2150   0.00000E+00  IN107
 2151   0.00000E+00  IN108
 2152   0.00000E+00  IN109
 2153   0.00000E+00  IN110
 2154   0.00000E+00  IN111
 2155   0.00000E+00  IN112
 2156   0.00000E+00  IN113
 2157   0.00000E+00  IN114
 2158   0.00000E+00  IN115
 2159   0.00000E+00  IN116
 2160   0.00000E+00  IN117
 2161   0.00000E+00  IN118
 2162   0.00000E+00  IN119
 2163   0.00000E+00  IN120
 2164   0.00000E+00  IN121
 2165   0.00000E+00  IN122
 2166   0.00000E+00  IN123
 2167   0.00000E+00  IN124
 2168   0.00000E+00  IN125
 2169   0.00000E+00  IN126
 2170   0.00000E+00  IN127
 2171   0.00000E+00  IN128
 2172   0.00000E+00  IN129
 2173   0.00000E+00  IN130
 2174   0.00000E+00  IN131
 2175   0.00000E+00  IN132
 2176   0.00000E+00  IN133
 2177   0.00000E+00  IN134
 2178   0.00000E+00  IN135
 2179   0.00000E+00  IN136
 2180   0.00000E+00  IN137
 2181   0.00000E+00  IN138
 2182   0.00000E+00  IN139
 2183   0.00000E+00  IN140
 2184   0.00000E+00  IN141
 2185   0.00000E+00  IN142
 2186   0.00000E+00  IN143
 2187   0.00000E+00  IN144
 2188   0.00000E+00  IN145
 2189   0.00000E+00  IN146
 2190   0.00000E+00  IN147
 2191   0.00000E+00  IN148
 2192   0.00000E+00  IN149
 2193   0.00000E+00  IN150
 2194   0.00000E+00  IN151
 2195   0.00000E+00  IN152
 2196   0.00000E+00  IN153
 2197   0.00000E+00  IN154
 2198   0.00000E+00  IN155
 2199   0.00000E+00  IN156
 2200   0.00000E+00  IN157
 2201   0.00000E+00  IN158
 2202   0.00000E+00  IN159
 2203   0.00000E+00  IN160
 2204   0.00000E+00  IN161
 2205   0.00000E+00  IN162
 2206   0.00000E+00  IN163
 2207   0.00000E+00  IN164
 2208   0.00000E+00  IN165
 2209   0.00000E+00  IN166
 2210   0.00000E+00  SN 94
 2211   0.00000E+00  SN 95
 2212   0.00000E+00  SN 96
 2213   0.00000E+00  SN 97
 2214   0.00000E+00  SN 98
 2215   0.00000E+00  SN 99
 2216   0.00000E+00  SN100
 2217   0.00000E+00  SN101
 2218   0.00000E+00  SN102
 2219   0.00000E+00  SN103
 2220   0.00000E+00  SN104
 2221   0.00000E+00  SN105
 2222   0.00000E+00  SN106
 2223   0.00000E+00  SN107
 2224   0.00000E+00  SN108
 2225   0.00000E+00  SN109
 2226   0.00000E+00  SN110
 2227   0.00000E+00  SN111
 2228   0.00000E+00  SN112
 2229   0.00000E+00  SN113
 2230   0.00000E+00  SN114
 2231   0.00000E+00  SN115
 2232   0.00000E+00  SN116
 2233   0.00000E+00  SN117
 2234   0.00000E+00  SN118
 2235   0.00000E+00  SN119
 2236   0.00000E+00  SN120
 2237   0.00000E+00  SN121
 2238   0.00000E+00  SN122
 2239   0.00000E+00  SN123
 2240   0.00000E+00  SN124
 2241   0.00000E+00  SN125
 2242   0.00000E+00  SN126
 2243   0.00000E+00  SN127
 2244   0.00000E+00  SN128
 2245   0.00000E+00  SN129
 2246   0.00000E+00  SN130
 2247   0.00000E+00  SN131
 2248   0.00000E+00  SN132
 2249   0.00000E+00  SN133
 2250   0.00000E+00  SN134
 2251   0.00000E+00  SN135
 2252   0.00000E+00  SN136
 2253   0.00000E+00  SN137
 2254   0.00000E+00  SN138
 2255   0.00000E+00  SN139
 2256   0.00000E+00  SN140
 2257   0.00000E+00  SN141
 2258   0.00000E+00  SN142
 2259   0.00000E+00  SN143
 2260   0.00000E+00  SN144
 2261   0.00000E+00  SN145
 2262   0.00000E+00  SN146
 2263   0.00000E+00  SN147
 2264   0.00000E+00  SN148
 2265   0.00000E+00  SN149
 2266   0.00000E+00  SN150
 2267   0.00000E+00  SN151
 2268   0.00000E+00  SN152
 2269   0.00000E+00  SN153
 2270   0.00000E+00  SN154
 2271   0.00000E+00  SN155
 2272   0.00000E+00  SN156
 2273   0.00000E+00  SN157
 2274   0.00000E+00  SN158
 2275   0.00000E+00  SN159
 2276   0.00000E+00  SN160
 2277   0.00000E+00  SN161
 2278   0.00000E+00  SN162
 2279   0.00000E+00  SN163
 2280   0.00000E+00  SN164
 2281   0.00000E+00  SN165
 2282   0.00000E+00  SN166
 2283   0.00000E+00  SN167
 2284   0.00000E+00  SN168
 2285   0.00000E+00  SN169
 2286   0.00000E+00  SB 97
 2287   0.00000E+00  SB 98
 2288   0.00000E+00  SB 99
 2289   0.00000E+00  SB100
 2290   0.00000E+00  SB101
 2291   0.00000E+00  SB102
 2292   0.00000E+00  SB103
 2293   0.00000E+00  SB104
 2294   0.00000E+00  SB105
 2295   0.00000E+00  SB106
 2296   0.00000E+00  SB107
 2297   0.00000E+00  SB108
 2298   0.00000E+00  SB109
 2299   0.00000E+00  SB110
 2300   0.00000E+00  SB111
 2301   0.00000E+00  SB112
 2302   0.00000E+00  SB113
 2303   0.00000E+00  SB114
 2304   0.00000E+00  SB115
 2305   0.00000E+00  SB116
 2306   0.00000E+00  SB117
 2307   0.00000E+00  SB118
 2308   0.00000E+00  SB119
 2309   0.00000E+00  SB120
 2310   0.00000E+00  SB121
 2311   0.00000E+00  SB122
 2312   0.00000E+00  SB123
 2313   0.00000E+00  SB124
 2314   0.00000E+00  SB125
 2315   0.00000E+00  SB126
 2316   0.00000E+00  SB127
 2317   0.00000E+00  SB128
 2318   0.00000E+00  SB129
 2319   0.00000E+00  SB130
 2320   0.00000E+00  SB131
 2321   0.00000E+00  SB132
 2322   0.00000E+00  SB133
 2323   0.00000E+00  SB134
 2324   0.00000E+00  SB135
 2325   0.00000E+00  SB136
 2326   0.00000E+00  SB137
 2327   0.00000E+00  SB138
 2328   0.00000E+00  SB139
 2329   0.00000E+00  SB140
 2330   0.00000E+00  SB141
 2331   0.00000E+00  SB142
 2332   0.00000E+00  SB143
 2333   0.00000E+00  SB144
 2334   0.00000E+00  SB145
 2335   0.00000E+00  SB146
 2336   0.00000E+00  SB147
 2337   0.00000E+00  SB148
 2338   0.00000E+00  SB149
 2339   0.00000E+00  SB150
 2340   0.00000E+00  SB151
 2341   0.00000E+00  SB152
 2342   0.00000E+00  SB153
 2343   0.00000E+00  SB154
 2344   0.00000E+00  SB155
 2345   0.00000E+00  SB156
 2346   0.00000E+00  SB157
 2347   0.00000E+00  SB158
 2348   0.00000E+00  SB159
 2349   0.00000E+00  SB160
 2350   0.00000E+00  SB161
 2351   0.00000E+00  SB162
 2352   0.00000E+00  SB163
 2353   0.00000E+00  SB164
 2354   0.00000E+00  SB165
 2355   0.00000E+00  SB166
 2356   0.00000E+00  SB167
 2357   0.00000E+00  SB168
 2358   0.00000E+00  SB169
 2359   0.00000E+00  SB170
 2360   0.00000E+00  SB171
 2361   0.00000E+00  SB172
 2362   0.00000E+00  TE 99
 2363   0.00000E+00  TE100
 2364   0.00000E+00  TE101
 2365   0.00000E+00  TE102
 2366   0.00000E+00  TE103
 2367   0.00000E+00  TE104
 2368   0.00000E+00  TE105
 2369   0.00000E+00  TE106
 2370   0.00000E+00  TE107
 2371   0.00000E+00  TE108
 2372   0.00000E+00  TE109
 2373   0.00000E+00  TE110
 2374   0.00000E+00  TE111
 2375   0.00000E+00  TE112
 2376   0.00000E+00  TE113
 2377   0.00000E+00  TE114
 2378   0.00000E+00  TE115
 2379   0.00000E+00  TE116
 2380   0.00000E+00  TE117
 2381   0.00000E+00  TE118
 2382   0.00000E+00  TE119
 2383   0.00000E+00  TE120
 2384   0.00000E+00  TE121
 2385   0.00000E+00  TE122
 2386   0.00000E+00  TE123
 2387   0.00000E+00  TE124
 2388   0.00000E+00  TE125
 2389   0.00000E+00  TE126
 2390   0.00000E+00  TE127
 2391   0.00000E+00  TE128
 2392   0.00000E+00  TE129
 2393   0.00000E+00  TE130
 2394   0.00000E+00  TE131
 2395   0.00000E+00  TE132
 2396   0.00000E+00  TE133
 2397   0.00000E+00  TE134
 2398   0.00000E+00  TE135
 2399   0.00000E+00  TE136
 2400   0.00000E+00  TE137
 2401   0.00000E+00  TE138
 2402   0.00000E+00  TE139
 2403   0.00000E+00  TE140
 2404   0.00000E+00  TE141
 2405   0.00000E+00  TE142
 2406   0.00000E+00  TE143
 2407   0.00000E+00  TE144
 2408   0.00000E+00  TE145
 2409   0.00000E+00  TE146
 2410   0.00000E+00  TE147
 2411   0.00000E+00  TE148
 2412   0.00000E+00  TE149
 2413   0.00000E+00  TE150
 2414   0.00000E+00  TE151
 2415   0.00000E+00  TE152
 2416   0.00000E+00  TE153
 2417   0.00000E+00  TE154
 2418   0.00000E+00  TE155
 2419   0.00000E+00  TE156
 2420   0.00000E+00  TE157
 2421   0.00000E+00  TE158
 2422   0.00000E+00  TE159
 2423   0.00000E+00  TE160
 2424   0.00000E+00  TE161
 2425   0.00000E+00  TE162
 2426   0.00000E+00  TE163
 2427   0.00000E+00  TE164
 2428   0.00000E+00  TE165
 2429   0.00000E+00  TE166
 2430   0.00000E+00  TE167
 2431   0.00000E+00  TE168
 2432   0.00000E+00  TE169
 2433   0.00000E+00  TE170
 2434   0.00000E+00  TE171
 2435   0.00000E+00  TE172
 2436   0.00000E+00  TE173
 2437   0.00000E+00  TE174
 2438   0.00000E+00  TE175
 2439   0.00000E+00  TE176
 2440   0.00000E+00  I 101
 2441   0.00000E+00  I 102
 2442   0.00000E+00  I 103
 2443   0.00000E+00  I 104
 2444   0.00000E+00  I 105
 2445   0.00000E+00  I 106
 2446   0.00000E+00  I 107
 2447   0.00000E+00  I 108
 2448   0.00000E+00  I 109
 2449   0.00000E+00  I 110
 2450   0.00000E+00  I 111
 2451   0.00000E+00  I 112
 2452   0.00000E+00  I 113
 2453   0.00000E+00  I 114
 2454   0.00000E+00  I 115
 2455   0.00000E+00  I 116
 2456   0.00000E+00  I 117
 2457   0.00000E+00  I 118
 2458   0.00000E+00  I 119
 2459   0.00000E+00  I 120
 2460   0.00000E+00  I 121
 2461   0.00000E+00  I 122
 2462   0.00000E+00  I 123
 2463   0.00000E+00  I 124
 2464   0.00000E+00  I 125
 2465   0.00000E+00  I 126
 2466   0.00000E+00  I 127
 2467   0.00000E+00  I 128
 2468   0.00000E+00  I 129
 2469   0.00000E+00  I 130
 2470   0.00000E+00  I 131
 2471   0.00000E+00  I 132
 2472   0.00000E+00  I 133
 2473   0.00000E+00  I 134
 2474   0.00000E+00  I 135
 2475   0.00000E+00  I 136
 2476   0.00000E+00  I 137
 2477   0.00000E+00  I 138
 2478   0.00000E+00  I 139
 2479   0.00000E+00  I 140
 2480   0.00000E+00  I 141
 2481   0.00000E+00  I 142
 2482   0.00000E+00  I 143
 2483   0.00000E+00  I 144
 2484   0.00000E+00  I 145
 2485   0.00000E+00  I 146
 2486   0.00000E+00  I 147
 2487   0.00000E+00  I 148
 2488   0.00000E+00  I 149
 2489   0.00000E+00  I 150
 2490   0.00000E+00  I 151
 2491   0.00000E+00  I 152
 2492   0.00000E+00  I 153
 2493   0.00000E+00  I 154
 2494   0.00000E+00  I 155
 2495   0.00000E+00  I 156
 2496   0.00000E+00  I 157
 2497   0.00000E+00  I 158
 2498   0.00000E+00  I 159
 2499   0.00000E+00  I 160
 2500   0.00000E+00  I 161
 2501   0.00000E+00  I 162
 2502   0.00000E+00  I 163
 2503   0.00000E+00  I 164
 2504   0.00000E+00  I 165
 2505   0.00000E+00  I 166
 2506   0.00000E+00  I 167
 2507   0.00000E+00  I 168
 2508   0.00000E+00  I 169
 2509   0.00000E+00  I 170
 2510   0.00000E+00  I 171
 2511   0.00000E+00  I 172
 2512   0.00000E+00  I 173
 2513   0.00000E+00  I 174
 2514   0.00000E+00  I 175
 2515   0.00000E+00  I 176
 2516   0.00000E+00  I 177
 2517   0.00000E+00  I 178
 2518   0.00000E+00  I 179
 2519   0.00000E+00  XE103
 2520   0.00000E+00  XE104
 2521   0.00000E+00  XE105
 2522   0.00000E+00  XE106
 2523   0.00000E+00  XE107
 2524   0.00000E+00  XE108
 2525   0.00000E+00  XE109
 2526   0.00000E+00  XE110
 2527   0.00000E+00  XE111
 2528   0.00000E+00  XE112
 2529   0.00000E+00  XE113
 2530   0.00000E+00  XE114
 2531   0.00000E+00  XE115
 2532   0.00000E+00  XE116
 2533   0.00000E+00  XE117
 2534   0.00000E+00  XE118
 2535   0.00000E+00  XE119
 2536   0.00000E+00  XE120
 2537   0.00000E+00  XE121
 2538   0.00000E+00  XE122
 2539   0.00000E+00  XE123
 2540   0.00000E+00  XE124
 2541   0.00000E+00  XE125
 2542   0.00000E+00  XE126
 2543   0.00000E+00  XE127
 2544   0.00000E+00  XE128
 2545   0.00000E+00  XE129
 2546   0.00000E+00  XE130
 2547   0.00000E+00  XE131
 2548   0.00000E+00  XE132
 2549   0.00000E+00  XE133
 2550   0.00000E+00  XE134
 2551   0.00000E+00  XE135
 2552   0.00000E+00  XE136
 2553   0.00000E+00  XE137
 2554   0.00000E+00  XE138
 2555   0.00000E+00  XE139
 2556   0.00000E+00  XE140
 2557   0.00000E+00  XE141
 2558   0.00000E+00  XE142
 2559   0.00000E+00  XE143
 2560   0.00000E+00  XE144
 2561   0.00000E+00  XE145
 2562   0.00000E+00  XE146
 2563   0.00000E+00  XE147
 2564   0.00000E+00  XE148
 2565   0.00000E+00  XE149
 2566   0.00000E+00  XE150
 2567   0.00000E+00  XE151
 2568   0.00000E+00  XE152
 2569   0.00000E+00  XE153
 2570   0.00000E+00  XE154
 2571   0.00000E+00  XE155
 2572   0.00000E+00  XE156
 2573   0.00000E+00  XE157
 2574   0.00000E+00  XE158
 2575   0.00000E+00  XE159
 2576   0.00000E+00  XE160
 2577   0.00000E+00  XE161
 2578   0.00000E+00  XE162
 2579   0.00000E+00  XE163
 2580   0.00000E+00  XE164
 2581   0.00000E+00  XE165
 2582   0.00000E+00  XE166
 2583   0.00000E+00  XE167
 2584   0.00000E+00  XE168
 2585   0.00000E+00  XE169
 2586   0.00000E+00  XE170
 2587   0.00000E+00  XE171
 2588   0.00000E+00  XE172
 2589   0.00000E+00  XE173
 2590   0.00000E+00  XE174
 2591   0.00000E+00  XE175
 2592   0.00000E+00  XE176
 2593   0.00000E+00  XE177
 2594   0.00000E+00  XE178
